InstCode,Term,Year,EvalID,Form,CourseType,EvaluationType,Group,Enrollment,Questionnaires,CrossList,CollegeCode,CollegeText,SubCollegeCode,SubCollegeText,DepartmentCode,DepartmentText,CourseAbbrev,CourseNumber,Section,CourseTitle,Credits,MultInst,LastName,FirstName,MiddleName,Rank,EvalURL,AssignedInstructor
UWBOT,Winter,2011,8313,A,,1,    ,2,2,1,D,Interdisciplinary Arts & Sci.,D,Interdisciplinary Arts & Sci.,BIS,Interdisciplinary Arts and Sciences,BISSKL,350,A ,,2,1,Gustafson , ,,4,,
UWBOT,Winter,2011,8314,A,,1,    ,0,25,1,D,Interdisciplinary Arts & Sci.,D,Interdisciplinary Arts & Sci.,BIS,Interdisciplinary Arts and Sciences,BISSKL,302,  ,,0,1,Dimeo ,Michael ,,4,,
UWBOT,Winter,2011,8315,A,,1,IAS ,18,15,1,D,Interdisciplinary Arts & Sci.,D,Interdisciplinary Arts & Sci.,BIS,Interdisciplinary Arts and Sciences,BPOLST,593,  ,,5,1,Thomas ,Elizabeth ,,2,,
UWBOT,Winter,2011,8316,A,,1,    ,5,5,1,D,Interdisciplinary Arts & Sci.,D,Interdisciplinary Arts & Sci.,BIS,Interdisciplinary Arts and Sciences,BIS,496,  ,,5,1,Ericson ,Karen ,,8,,
UWBOT,Winter,2011,8317,K,,1,    ,13,11,1,D,Interdisciplinary Arts & Sci.,D,Interdisciplinary Arts & Sci.,BIS,Interdisciplinary Arts and Sciences,BPOLST,504,  ,,5,1,Nitta ,Keith ,,3,,
UWBOT,Winter,2011,8318,A,,1,    ,15,12,1,D,Interdisciplinary Arts & Sci.,D,Interdisciplinary Arts & Sci.,BIS,Interdisciplinary Arts and Sciences,BPOLST,502,  ,,5,1,Hillyard ,Cinnamon ,,3,,
UWBOT,Winter,2011,8319,A,,1,    ,35,22,1,D,Interdisciplinary Arts & Sci.,D,Interdisciplinary Arts & Sci.,BIS,Interdisciplinary Arts and Sciences,BISSTS,307,A ,,5,1,Ottinger ,Gwen ,,3,,
UWBOT,Winter,2011,8320,A,,1,    ,45,30,1,D,Interdisciplinary Arts & Sci.,D,Interdisciplinary Arts & Sci.,BIS,Interdisciplinary Arts and Sciences,BISSEB,333,  ,,5,1,Udell ,Wadiya ,,3,,
UWBOT,Winter,2011,8321,A,,1,    ,47,34,1,D,Interdisciplinary Arts & Sci.,D,Interdisciplinary Arts & Sci.,BIS,Interdisciplinary Arts and Sciences,BISSEB,331,  ,,5,1,Ashbaugh ,Leslie ,,5,,
UWBOT,Winter,2011,8322,A,,1,    ,5,4,1,D,Interdisciplinary Arts & Sci.,D,Interdisciplinary Arts & Sci.,BIS,Interdisciplinary Arts and Sciences,BISMCS,472,  ,,5,1,Toft ,Amoshaun ,,8,,
UWBOT,Winter,2011,8323,A,,1,    ,13,13,1,D,Interdisciplinary Arts & Sci.,D,Interdisciplinary Arts & Sci.,BIS,Interdisciplinary Arts and Sciences,BISMCS,471,  ,,5,1,Toft ,Amoshaun ,,8,,
UWBOT,Winter,2011,8324,A,,1,    ,31,29,1,D,Interdisciplinary Arts & Sci.,D,Interdisciplinary Arts & Sci.,BIS,Interdisciplinary Arts and Sciences,BISMCS,343,  ,,5,1,Sayers ,Jentery ,,5,,
UWBOT,Winter,2011,8325,A,,1,    ,28,22,1,D,Interdisciplinary Arts & Sci.,D,Interdisciplinary Arts & Sci.,BIS,Interdisciplinary Arts and Sciences,BISMCS,234,B ,,2,1,Macklin ,Angelica ,,5,,
UWBOT,Winter,2011,8326,A,,1,    ,0,3,1,D,Interdisciplinary Arts & Sci.,D,Interdisciplinary Arts & Sci.,BIS,Interdisciplinary Arts and Sciences,BPOLST,585,A ,,0,1,Stone ,Andrea ,,5,,
UWBOT,Winter,2011,8327,A,,1,    ,17,11,1,D,Interdisciplinary Arts & Sci.,D,Interdisciplinary Arts & Sci.,BIS,Interdisciplinary Arts and Sciences,BISMCS,234, A,,5,1,Toft ,Amoshaun ,,8,,
UWBOT,Winter,2011,8328,K,,1,    ,0,16,1,D,Interdisciplinary Arts & Sci.,D,Interdisciplinary Arts & Sci.,BIS,Interdisciplinary Arts and Sciences,BISIA,374, B,,0,1,Milutis ,Joe ,,3,,
UWBOT,Winter,2011,8329,K,,1,    ,0,15,1,D,Interdisciplinary Arts & Sci.,D,Interdisciplinary Arts & Sci.,BIS,Interdisciplinary Arts and Sciences,BISIA,374,A ,,0,1,Milutis ,Joe ,,3,,
UWBOT,Winter,2011,8330,A,,1,    ,45,27,1,D,Interdisciplinary Arts & Sci.,D,Interdisciplinary Arts & Sci.,BIS,Interdisciplinary Arts and Sciences,BISIA,319,  ,,5,1,Hiebert ,Ted ,,3,,
UWBOT,Winter,2011,8331,A,,1,    ,0,9,1,D,Interdisciplinary Arts & Sci.,D,Interdisciplinary Arts & Sci.,BIS,Interdisciplinary Arts and Sciences,BISIA,213,D ,,0,1,Kocchar-Lindgren ,Kanta ,,1,,
UWBOT,Winter,2011,8332,A,,1,    ,0,9,1,D,Interdisciplinary Arts & Sci.,D,Interdisciplinary Arts & Sci.,BIS,Interdisciplinary Arts and Sciences,BISIA,213,C ,,0,1,Lambert ,A ,,4,,
UWBOT,Winter,2011,8333,A,,1,    ,18,18,1,D,Interdisciplinary Arts & Sci.,D,Interdisciplinary Arts & Sci.,BIS,Interdisciplinary Arts and Sciences,BISGST,397,C ,,5,1,Bhatt ,Amy ,,6,,
UWBOT,Winter,2011,8334,A,,1,    ,45,33,1,D,Interdisciplinary Arts & Sci.,D,Interdisciplinary Arts & Sci.,BIS,Interdisciplinary Arts and Sciences,BISGST,397,B ,,5,1,Leissle ,Kristy ,,5,,
UWBOT,Winter,2011,8335,A,,1,    ,0,28,1,D,Interdisciplinary Arts & Sci.,D,Interdisciplinary Arts & Sci.,BIS,Interdisciplinary Arts and Sciences,BISGST,397,A ,,0,1,Ta ,Trang ,,6,,
UWBOT,Winter,2011,8336,A,,1,    ,45,18,1,D,Interdisciplinary Arts & Sci.,D,Interdisciplinary Arts & Sci.,BIS,Interdisciplinary Arts and Sciences,BIS,322, B,,5,1,Sanchez ,Jeanette ,,6,,
UWBOT,Winter,2011,8337,A,,1,    ,13,12,1,D,Interdisciplinary Arts & Sci.,D,Interdisciplinary Arts & Sci.,BIS,Interdisciplinary Arts and Sciences,BIS,322, A,,0,1,Sanchez ,Jeanette ,,6,,
UWBOT,Winter,2011,8338,A,,1,    ,0,24,1,D,Interdisciplinary Arts & Sci.,D,Interdisciplinary Arts & Sci.,BIS,Interdisciplinary Arts and Sciences,BIS,321,  ,,0,1,Goldberg ,M ,,1,,
UWBOT,Winter,2011,8339,A,,1,    ,0,38,1,D,Interdisciplinary Arts & Sci.,D,Interdisciplinary Arts & Sci.,BIS,Interdisciplinary Arts and Sciences,BIS,316,A ,,0,1,Stone ,Andrea ,,5,,
UWBOT,Winter,2011,8340,A,,1,    ,32,25,1,D,Interdisciplinary Arts & Sci.,D,Interdisciplinary Arts & Sci.,BIS,Interdisciplinary Arts and Sciences,BIS,315,B ,,5,1,Rasmussen ,John ,,5,,
UWBOT,Winter,2011,8341,A,,1,    ,33,29,1,D,Interdisciplinary Arts & Sci.,D,Interdisciplinary Arts & Sci.,BIS,Interdisciplinary Arts and Sciences,BIS,315,A ,,5,1,Rasmussen ,John ,,5,,
UWBOT,Winter,2011,8342,A,,1,    ,44,33,1,D,Interdisciplinary Arts & Sci.,D,Interdisciplinary Arts & Sci.,BIS,Interdisciplinary Arts and Sciences,BIS,313,  ,,5,1,Oppenheimer ,Robin ,,5,,
UWBOT,Winter,2011,8343,A,,1,    ,0,28,1,D,Interdisciplinary Arts & Sci.,D,Interdisciplinary Arts & Sci.,BIS,Interdisciplinary Arts and Sciences,BIS,312,  ,,5,1,Carlisle ,Shauna ,,1,,
UWBOT,Winter,2011,8344,A,,1,    ,46,25,1,D,Interdisciplinary Arts & Sci.,D,Interdisciplinary Arts & Sci.,BIS,Interdisciplinary Arts and Sciences,BIS,309,  ,,5,1,Edwards ,Jolynn ,,1,,
UWBOT,Winter,2011,8345,A,,1,    ,42,29,1,D,Interdisciplinary Arts & Sci.,D,Interdisciplinary Arts & Sci.,BIS,Interdisciplinary Arts and Sciences,BIS,306,  ,,5,1,Stokes ,David ,,2,,
UWBOT,Winter,2011,8346,A,,1,    ,0,20,1,D,Interdisciplinary Arts & Sci.,D,Interdisciplinary Arts & Sci.,BIS,Interdisciplinary Arts and Sciences,BISGST,324, B,,5,1,Danby ,Colin ,,1,,
UWBOT,Winter,2011,8347,A,,1,    ,0,18,1,D,Interdisciplinary Arts & Sci.,D,Interdisciplinary Arts & Sci.,BIS,Interdisciplinary Arts and Sciences,BISGST,324,A ,,0,1,Danby ,C ,,1,,
UWBOT,Winter,2011,8348,A,,1,    ,41,36,1,D,Interdisciplinary Arts & Sci.,D,Interdisciplinary Arts & Sci.,BIS,Interdisciplinary Arts and Sciences,BISGST,303,  ,,5,1,Gardner ,Benjamin ,,3,,
UWBOT,Winter,2011,8349,A,,1,    ,44,42,1,D,Interdisciplinary Arts & Sci.,D,Interdisciplinary Arts & Sci.,BIS,Interdisciplinary Arts and Sciences,BISCP,343,A ,,5,1,Stewart ,John Eric ,,3,,
UWBOT,Winter,2011,8350,A,,1,    ,25,18,1,D,Interdisciplinary Arts & Sci.,D,Interdisciplinary Arts & Sci.,BIS,Interdisciplinary Arts and Sciences,BISCLA,372,  ,,5,1,Edwards ,Jolynn ,,1,,
UWBOT,Winter,2011,8351,A,,1,    ,22,18,1,D,Interdisciplinary Arts & Sci.,D,Interdisciplinary Arts & Sci.,BIS,Interdisciplinary Arts and Sciences,BIS,499,B ,,5,1,Harewood ,Susan ,,3,,
UWBOT,Winter,2011,8352,A,,1,    ,24,18,1,D,Interdisciplinary Arts & Sci.,D,Interdisciplinary Arts & Sci.,BIS,Interdisciplinary Arts and Sciences,BIS,499, A,,3,1,Krabill ,Ron ,,2,,
UWBOT,Winter,2011,8353,A,,1,    ,4,4,1,D,Interdisciplinary Arts & Sci.,D,Interdisciplinary Arts & Sci.,BIS,Interdisciplinary Arts and Sciences,BIS,493,B ,,5,1,Jung ,Jin-Kyu ,,3,,
UWBOT,Winter,2011,8354,A,,1,    ,14,12,1,D,Interdisciplinary Arts & Sci.,D,Interdisciplinary Arts & Sci.,BIS,Interdisciplinary Arts and Sciences,BIS,493,A ,,5,1,Lopez ,Santiago ,,4,,
UWBOT,Winter,2011,8355,A,,1,    ,11,8,1,D,Interdisciplinary Arts & Sci.,D,Interdisciplinary Arts & Sci.,BIS,Interdisciplinary Arts and Sciences,BIS,490,B ,,5,1,Caplow,Deborah,,8,,
UWBOT,Winter,2011,8356,A,,1,    ,12,10,1,D,Interdisciplinary Arts & Sci.,D,Interdisciplinary Arts & Sci.,BIS,Interdisciplinary Arts and Sciences,BIS,490,A ,,5,1,Shayne ,Julie ,,5,,
UWBOT,Winter,2011,8357,A,,1,    ,34,21,1,D,Interdisciplinary Arts & Sci.,D,Interdisciplinary Arts & Sci.,BIS,Interdisciplinary Arts and Sciences,BIS,470,  ,,5,1,Graney ,Patricia ,,5,,
UWBOT,Winter,2011,8358,A,,1,    ,38,33,1,D,Interdisciplinary Arts & Sci.,D,Interdisciplinary Arts & Sci.,BIS,Interdisciplinary Arts and Sciences,BIS,466,  ,,5,1,Kochis ,Bruce ,,4,,
UWBOT,Winter,2011,8359,A,,1,    ,20,11,1,D,Interdisciplinary Arts & Sci.,D,Interdisciplinary Arts & Sci.,BIS,Interdisciplinary Arts and Sciences,BIS,464, A,,5,1,Behler ,Constantin ,,2,,
UWBOT,Winter,2011,8360,A,,1,    ,40,17,1,D,Interdisciplinary Arts & Sci.,D,Interdisciplinary Arts & Sci.,BIS,Interdisciplinary Arts and Sciences,BIS,422,  ,,5,1,Stewart ,John Eric ,,3,,
UWBOT,Winter,2011,8361,A,,1,    ,26,22,1,D,Interdisciplinary Arts & Sci.,D,Interdisciplinary Arts & Sci.,BIS,Interdisciplinary Arts and Sciences,BIS,420,  ,,5,1,Roberts ,Georgia ,,6,,
UWBOT,Winter,2011,8362,A,,1,    ,188,14,1,D,Interdisciplinary Arts & Sci.,D,Interdisciplinary Arts & Sci.,BIS,Interdisciplinary Arts and Sciences,BIS,413,A ,,55,1,Murty ,Madhavi ,,6,,
UWBOT,Winter,2011,8363,A,,1,IAS ,35,23,1,D,Interdisciplinary Arts & Sci.,D,Interdisciplinary Arts & Sci.,BIS,Interdisciplinary Arts and Sciences,BIS,407,  ,,5,1,Watts ,Linda ,,1,,
UWBOT,Winter,2011,8364,A,,1,    ,32,22,1,D,Interdisciplinary Arts & Sci.,D,Interdisciplinary Arts & Sci.,BIS,Interdisciplinary Arts and Sciences,BIS,342,  ,,5,1,Jung ,Jin-Kyu ,,3,,
UWBOT,Winter,2011,8365,A,,1,    ,46,36,1,D,Interdisciplinary Arts & Sci.,D,Interdisciplinary Arts & Sci.,BIS,Interdisciplinary Arts and Sciences,BIS,341,  ,,5,1,Yum ,Samuel ,,6,,
UWBOT,Winter,2011,8366,A,,1,IAS ,2,2,1,D,Interdisciplinary Arts & Sci.,D,Interdisciplinary Arts & Sci.,BIS,Interdisciplinary Arts and Sciences,BIS,399,A ,,2,1,Watts ,Linda ,,1,,
UWBOT,Winter,2011,8367,A,,1,    ,0,35,1,D,Interdisciplinary Arts & Sci.,D,Interdisciplinary Arts & Sci.,BIS,Interdisciplinary Arts and Sciences,BIS,397,  ,,0,1,Lambert , ,,4,,
UWBOT,Winter,2011,8368,A,,1,    ,25,19,1,D,Interdisciplinary Arts & Sci.,D,Interdisciplinary Arts & Sci.,BIS,Interdisciplinary Arts and Sciences,BIS,396,A ,,5,1,Rivera ,Rebeca ,,6,,
UWBOT,Winter,2011,8369,A,,1,    ,29,23,1,D,Interdisciplinary Arts & Sci.,D,Interdisciplinary Arts & Sci.,BIS,Interdisciplinary Arts and Sciences,BIS,393,D ,,5,1,Streichler ,Stuart ,,5,,
UWBOT,Winter,2011,8370,A,,1,    ,44,30,1,D,Interdisciplinary Arts & Sci.,D,Interdisciplinary Arts & Sci.,BIS,Interdisciplinary Arts and Sciences,BIS,393,C ,,5,1,Streichler ,Stuart ,,5,,
UWBOT,Winter,2011,8371,A,,1,    ,0,26,1,D,Interdisciplinary Arts & Sci.,D,Interdisciplinary Arts & Sci.,BIS,Interdisciplinary Arts and Sciences,BIS,393,B ,,0,1,Farkasch ,Bob ,,4,,
UWBOT,Winter,2011,8372,A,,1,    ,22,21,1,D,Interdisciplinary Arts & Sci.,D,Interdisciplinary Arts & Sci.,BIS,Interdisciplinary Arts and Sciences,BIS,393,A ,,5,1,White ,Bryan ,,8,,
UWBOT,Winter,2011,8373,A,,1,    ,31,24,1,D,Interdisciplinary Arts & Sci.,D,Interdisciplinary Arts & Sci.,BIS,Interdisciplinary Arts and Sciences,BIS,379,  ,,5,1,Trujillo ,Simon ,,6,,
UWBOT,Winter,2011,8374,A,,1,    ,41,34,1,D,Interdisciplinary Arts & Sci.,D,Interdisciplinary Arts & Sci.,BIS,Interdisciplinary Arts and Sciences,BIS,361,  ,,5,1,Atkinson ,Jennifer ,,5,,
UWBOT,Winter,2011,8375,A,,1,    ,44,24,1,D,Interdisciplinary Arts & Sci.,D,Interdisciplinary Arts & Sci.,BIS,Interdisciplinary Arts and Sciences,BIS,351,A ,,5,1,Nixon ,David ,,4,,
UWBOT,Winter,2011,8376,A,,1,    ,28,11,1,E,"Sci, Tech, Engr. & Math",E,"Sci, Tech, Engr. & Math",BCSS,"Science, Tech, Engr. & Math",BST,293, F,,5,1,Littig ,Pdtdr ,,3,,
UWBOT,Winter,2011,8377,G,,1,    ,11,11,1,E,"Sci, Tech, Engr. & Math",E,"Sci, Tech, Engr. & Math",BCSS,"Science, Tech, Engr. & Math",B EE,235,  ,,5,1,Chen ,Tai ,,5,,
UWBOT,Winter,2011,8378,A,,1,    ,19,14,1,E,"Sci, Tech, Engr. & Math",E,"Sci, Tech, Engr. & Math",BCSS,"Science, Tech, Engr. & Math",B BIOL,466,A ,,5,1,Price ,Rebecca ,,3,,
UWBOT,Winter,2011,8379,A,,1,    ,5,4,1,E,"Sci, Tech, Engr. & Math",E,"Sci, Tech, Engr. & Math",BCSS,"Science, Tech, Engr. & Math",B EE,442,A ,,5,1,Ghirmai ,Tadesse ,,5,,
UWBOT,Winter,2011,8380,A,,1,    ,12,11,1,E,"Sci, Tech, Engr. & Math",E,"Sci, Tech, Engr. & Math",BCSS,"Science, Tech, Engr. & Math",BST,221,A ,,5,1,Noble ,Kathleen ,,1,,
UWBOT,Winter,2011,8381,A,,1,    ,14,13,1,E,"Sci, Tech, Engr. & Math",E,"Sci, Tech, Engr. & Math",BCSS,"Science, Tech, Engr. & Math",BST,200, A,,5,1,Salathe ,Erin,,3,,
UWBOT,Winter,2011,8382,A,,1,    ,6,5,1,E,"Sci, Tech, Engr. & Math",E,"Sci, Tech, Engr. & Math",BCSS,"Science, Tech, Engr. & Math",B EE,361,AA,,5,1,Goldstein ,Evan ,,5,,
UWBOT,Winter,2011,8383,A,,1,    ,23,20,1,E,"Sci, Tech, Engr. & Math",E,"Sci, Tech, Engr. & Math",BCSS,"Science, Tech, Engr. & Math",BST,293,A ,,5,1,White ,Bryan ,,8,,
UWBOT,Winter,2011,8384,A,,1,    ,40,32,1,D,Interdisciplinary Arts & Sci.,D,Interdisciplinary Arts & Sci.,BIS,Interdisciplinary Arts and Sciences,BES,200,  ,,5,1,Servetnick ,Marc ,,2,,
UWBOT,Winter,2011,8385,G,,1,    ,26,22,1,E,"Sci, Tech, Engr. & Math",E,"Sci, Tech, Engr. & Math",BCSS,"Science, Tech, Engr. & Math",B EE,233,  ,,5,1,Chen ,Tai ,,5,,
UWBOT,Winter,2011,8386,A,,1,BST ,18,16,1,E,"Sci, Tech, Engr. & Math",E,"Sci, Tech, Engr. & Math",BCSS,"Science, Tech, Engr. & Math",BST,323,A ,,5,1,Noble ,Kathleen ,,1,,
UWBOT,Winter,2011,8387,C,,1,    ,36,23,1,A,Educational Studies,A,Educational Studies,BEDUC,Educational Studies,B EDUC,421,A ,,4,1,Tzou ,Carrie ,,3,,
UWBOT,Winter,2011,8388,C,,1,    ,26,23,1,A,Educational Studies,A,Educational Studies,BEDUC,Educational Studies,B EDUC,556,A ,,5,1,Gourd ,Karen ,,3,,
UWBOT,Winter,2011,8389,A,,1,    ,299,27,1,A,Educational Studies,A,Educational Studies,BEDUC,Educational Studies,B EDUC,405,A ,,3,1,Au ,Wayne ,,3,,
UWBOT,Winter,2011,8390,E,,1,    ,3,3,1,A,Educational Studies,A,Educational Studies,BEDUC,Educational Studies,B EDUC,595,B ,,3,1,Eisele ,Jean ,,8,,
UWBOT,Winter,2011,8391,C,,1,    ,14,14,1,A,Educational Studies,A,Educational Studies,BEDUC,Educational Studies,B EDUC,534,A ,,33,1,Newman ,Heather ,,5,,
UWBOT,Winter,2011,8392,C,,1,    ,24,18,1,A,Educational Studies,A,Educational Studies,BEDUC,Educational Studies,B EDUC,425,B ,,2,1,Eisele ,Jean ,,8,,
UWBOT,Winter,2011,8393,A,,1,    ,24,21,1,A,Educational Studies,A,Educational Studies,BEDUC,Educational Studies,B EDUC,419,B ,,4,1,Hintz,Allison,,3,,
UWBOT,Winter,2011,8394,C,,1,    ,12,12,1,A,Educational Studies,A,Educational Studies,BEDUC,Educational Studies,B EDUC,591,A ,,3,1,Westover ,Alethea ,,5,,
UWBOT,Winter,2011,8395,C,,1,    ,24,22,1,A,Educational Studies,A,Educational Studies,BEDUC,Educational Studies,B EDUC,410,B ,,4,1,Place ,Nancy A ,,2,,
UWBOT,Winter,2011,8396,A,,1,    ,8,8,1,A,Educational Studies,A,Educational Studies,BEDUC,Educational Studies,B EDUC,456,A ,,5,1,Gourd ,Karen ,,3,,
UWBOT,Winter,2011,8397,A,,1,    ,21,21,1,A,Educational Studies,A,Educational Studies,BEDUC,Educational Studies,B EDUC,536,A ,,3,1,Kubota ,Carole ,,8,,
UWBOT,Winter,2011,8398,C,,1,    ,33,25,1,A,Educational Studies,A,Educational Studies,BEDUC,Educational Studies,B EDUC,425,A ,,2,1,Eisele ,Jean ,,8,,
UWBOT,Winter,2011,8399,C,,1,    ,24,21,1,A,Educational Studies,A,Educational Studies,BEDUC,Educational Studies,B EDUC,421,B ,,4,1,Tzou ,Carrie ,,3,,
UWBOT,Winter,2011,8400,X,,1,    ,29,27,1,A,Educational Studies,A,Educational Studies,BEDUC,Educational Studies,B EDUC,427,A ,,3,1,Vangalen ,Jane ,,1,,
UWBOT,Winter,2011,8401,A,,1,    ,30,24,1,A,Educational Studies,A,Educational Studies,BEDUC,Educational Studies,B EDUC,502,A ,,5,1,Banks ,Cherry ,,1,,
UWBOT,Winter,2011,8402,C,,1,    ,36,25,1,A,Educational Studies,A,Educational Studies,BEDUC,Educational Studies,B EDUC,410,A ,,4,1,Smith ,Antony ,,3,,
UWBOT,Winter,2011,8403,A,,1,    ,36,28,1,A,Educational Studies,A,Educational Studies,BEDUC,Educational Studies,B EDUC,419,A ,,4,1,Angotti ,Robin ,,3,,
UWBOT,Winter,2011,8404,A,,1,    ,15,15,1,A,Educational Studies,A,Educational Studies,BEDUC,Educational Studies,B EDUC,591, F,,3,1,Angotti ,Robin ,,3,,
UWBOT,Winter,2011,8405,A,,1,    ,33,29,1,A,Educational Studies,A,Educational Studies,BEDUC,Educational Studies,B EDUC,502,B ,,5,1,Au ,Wayne ,,3,,
UWBOT,Winter,2011,8406,A,,1,    ,37,29,1,E,"Sci, Tech, Engr. & Math",E,"Sci, Tech, Engr. & Math",BCSS,"Science, Tech, Engr. & Math",CSS,458,A ,,5,1,Gunnerson ,Kim ,,5,,
