InstCode,Term,Year,EvalID,Form,CourseType,EvaluationType,Group,Enrollment,Questionnaires,CrossList,CollegeCode,CollegeText,SubCollegeCode,SubCollegeText,DepartmentCode,DepartmentText,CourseAbbrev,CourseNumber,Section,CourseTitle,Credits,MultInst,LastName,FirstName,MiddleName,Rank,EvalURL,AssignedInstructor
UWTAC,Winter,2011,90847,X,,1,IAS ,9,4,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,TESC,200,A ,,1,1,Cline ,Erica ,,3,,
UWTAC,Winter,2011,90848,A,,1,    ,39,37,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,T SOC,335,A ,,5,1,Ignacio ,Emily N ,,2,,
UWTAC,Winter,2011,90849,E,,1,    ,12,12,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,TCOM,351,A ,,5,1,Kunz ,William ,,2,,
UWTAC,Winter,2011,90850,E,,1,    ,23,21,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,TCOM,347,A ,,5,1,Coon ,David ,,3,,
UWTAC,Winter,2011,90851,A,,1,    ,39,27,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,T LIT,458,A ,,5,1,Chamberlain ,Edward ,,5,,
UWTAC,Winter,2011,90852,A,,1,    ,11,10,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,T ARTS,391,A ,,5,1,Budge ,Tyler ,,5,,
UWTAC,Winter,2011,90853,A,,1,    ,39,27,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,TPOL S,321, A,,5,1,Rowling ,Charles ,,5,,
UWTAC,Winter,2011,90854,A,,1,    ,12,11,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,TMATH,310,A ,,5,1,Haynie ,Tracey ,,5,,
UWTAC,Winter,2011,90855,A,,1,    ,32,27,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,TMATH,124,AB,,5,1,Vanderpool ,Ruth ,,5,,
UWTAC,Winter,2011,90856,A,,1,    ,39,36,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,T LIT,332,A ,,5,1,Bacho ,Peter ,,5,,
UWTAC,Winter,2011,90857,C,,1,    ,16,13,1,G,Urban Studies,G,Urban Studies,TURB,Urban Studies,T GEOG,440,A ,,5,1,Knopp ,Lawrence ,,1,,
UWTAC,Winter,2011,90858,A,,1,    ,0,19,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,T LIT,   ,  ,,0,1,Blair ,Nicole ,,5,,
UWTAC,Winter,2011,90859,C,,1,    ,17,14,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,TIAS,503,A ,,6,1,Forman ,Michael ,,8,,
UWTAC,Winter,2011,90860,A,,1,    ,17,13,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,TPOL S,435,A ,,5,1,Griesse ,Margaret ,,5,,
UWTAC,Winter,2011,90861,B,,1,    ,64,50,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,T HIST,151,AB,,5,1,Kayaoglu ,Turan ,,3,,
UWTAC,Winter,2011,90862,A,,1,    ,22,18,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,TCOM,348,A ,,5,1,Lynch ,Wayne ,,5,,
UWTAC,Winter,2011,90863,G,,1,    ,40,29,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,TPSYCH,432,  ,,5,1,West ,Carolyn ,,8,,
UWTAC,Winter,2011,90864,A,,1,    ,40,30,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,TCOM,247,AB,,5,1,Coon ,David ,,3,,
UWTAC,Winter,2011,90865,A,,1,    ,22,17,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,TWRT,112,A ,,5,1,Blair ,Nicole ,,5,,
UWTAC,Winter,2011,90866,A,,1,    ,40,24,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,TPSYCH,21,  ,,5,1,Cargill ,Kima ,,2,,
UWTAC,Winter,2011,90867,D,,1,    ,44,41,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,TESC,333,AB,,6,1,Gawel ,James ,,2,,
UWTAC,Winter,2011,90868,A,,1,    ,36,24,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,T PHIL,360, A,,5,1,Jenkins ,Mark ,,5,,
UWTAC,Winter,2011,90869,G,,1,    ,59,55,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,TMATH,110,AB,,5,1,Haynie ,Tracey ,,5,,
UWTAC,Winter,2011,90870,A,,1,    ,18,15,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,T LIT,371,A ,,5,1,Reusch ,Johann ,,2,,
UWTAC,Winter,2011,90871,A,,1,    ,37,30,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,T LIT,320,A ,,5,1,Raynor ,Deirdre ,,2,,
UWTAC,Winter,2011,90872,C,,1,    ,22,18,1,K,Global Honors Program,K,Global Honors Program,TGH,Global Honors Program,T GH,301,A ,,5,1,Nascieminto,Amos ,,3,,
UWTAC,Winter,2011,90873,C,,1,    ,21,15,1,K,Global Honors Program,K,Global Honors Program,TGH,Global Honors Program,T GH,490,  ,,2,1,McMillin ,Divya ,,2,,
UWTAC,Winter,2011,90874,A,,1,    ,22,14,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,TESC,110,  ,,6,1,Bogarten ,Jennifer ,,5,,
UWTAC,Winter,2011,90875,B,,1,    ,55,34,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,TESC,370,A ,,5,1,Gogarten ,Jennifer M ,,5,,
UWTAC,Winter,2011,90876,X,,1,    ,29,22,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,T SOC,455,A ,,5,1,Jolly ,Natalie ,,5,,
UWTAC,Winter,2011,90877,X,,1,    ,10,25,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,T WOMN,259,AB,,5,1,Jolly ,Natalie ,,5,,
UWTAC,Winter,2011,90878,X,,1,IAS ,19,17,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,TESC,130,A ,,6,1,Cline ,Erica ,,3,,
UWTAC,Winter,2011,90879,A,,1,    ,16,15,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,T ARTS,407,A ,,5,1,Loraine ,Leeson ,,5,,
UWTAC,Winter,2011,90880,K,,1,    ,22,17,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,TWRT,365,A ,,5,1,Nesbit ,Tarashea ,,5,,
UWTAC,Winter,2011,90881,A,,1,    ,41,35,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,TPOL S,410,A ,,5,1,Williams ,Charles ,,3,,
UWTAC,Winter,2011,90882,A,,1,    ,37,24,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,TNPRFT,432,A ,,5,1,Detray ,Stephen ,,5,,
UWTAC,Winter,2011,90883,A,,1,    ,39,31,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,TECON,460,A ,,5,1,Begun ,Jeffrey ,,5,,
UWTAC,Winter,2011,90884,A,,1,    ,30,21,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,TESC,247,  ,,5,1,Kogut ,Megan ,,5,,
UWTAC,Winter,2011,90885,A,,1,    ,41,37,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,T FILM,420,A ,,5,1,Gorbman ,Claudia ,,1,,
UWTAC,Winter,2011,90886,C,,1,I   ,28,19,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,T HIST,487,  ,,5,1,Kucher,Michael P,,2,,
UWTAC,Winter,2011,90887,B,,1,    ,14,12,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,T HIST,270,  ,,5,1,Yi ,Li ,,5,,
UWTAC,Winter,2011,90888,A,,1,    ,38,25,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,TPOL S,363,  ,,5,1,Corva ,Dominic ,,5,,
UWTAC,Winter,2011,90889,A,,1,    ,44,31,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,T FILM,272,AB,,5,1,Dillman ,Joanne Clarke ,,5,,
UWTAC,Winter,2011,90890,C,,1,    ,18,15,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,TIAS,504, A,,6,1,Parker ,Sam ,,2,,
UWTAC,Winter,2011,90891,C,,1,    ,37,26,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,T LIT,453,A ,,5,1,Sharkey ,Joe ,,2,,
UWTAC,Winter,2011,90892,C,,1,IAS ,32,25,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,TEST,332,  ,,5,1,Kucher ,Michael ,,2,,
UWTAC,Winter,2011,90893,A,,1,    ,36,27,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,T FILM,483,  ,,5,1,Gorbman ,Claudia ,,1,,
UWTAC,Winter,2011,90894,C,,1,    ,24,20,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,T LIT,252,AB,,5,1,Sharkey ,Joe ,,2,,
UWTAC,Winter,2011,90895,A,,1,    ,36,25,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,TCOM,480,  ,,0,1,Moore ,Ellen ,,5,,
UWTAC,Winter,2011,90896,B,,1,    ,74,35,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,TPSYCH,220,AB,,5,1,McKinley ,Nita ,,2,,
UWTAC,Winter,2011,90897,A,,1,    ,40,30,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,T HIST,200, A,,5,1,Nacy ,Michele ,,5,,
UWTAC,Winter,2011,90898,B,,1,    ,35,25,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,T HIST,451,A ,,5,1,Oleary ,Matthew ,,4,,
UWTAC,Winter,2011,90899,G,,1,    ,20,11,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,TESC,141,CD,,6,1,West ,Lee Charles ,,5,,
UWTAC,Winter,2011,90900,A,,1,    ,19,27,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,T HIST,320, A,,5,1,Bacho ,Peter ,,5,,
UWTAC,Winter,2011,90901,A,,1,    ,40,36,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,T SOC,165,A ,,5,1,Ignacio ,Emily N ,,2,,
UWTAC,Winter,2011,90902,A,,1,    ,5,3,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,TWRT,291,A ,,5,1,Oswal ,Sushil ,,3,,
UWTAC,Winter,2011,90903,A,,1,    ,19,13,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,TPSYCH,355,A ,,50,1,Ross ,Stephen ,,3,,
UWTAC,Winter,2011,90904,G,,1,    ,22,18,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,TPSYCH,230,  ,,5,1,Huckleberry , ,,3,,
UWTAC,Winter,2011,90905,G,,1,    ,20,11,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,TESC,141,AB,,0,1,West ,Lee ,,5,,
UWTAC,Winter,2011,90906,A,,1,A   ,36,34,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,T HIST,456,A ,,5,1,Allen ,Michael ,,1,,
UWTAC,Winter,2011,90907,A,,1,    ,10,10,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,TESC,141,E ,,6,1,Kristensson ,Candace ,,5,,
UWTAC,Winter,2011,90908,A,,1,    ,14,12,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,TWRT,211,AB,,5,1,Oswal ,Sushil ,,3,,
UWTAC,Winter,2011,90909,A,,1,    ,27,26,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,T HIST,   ,A ,,5,1,Allen ,Michael ,,1,,
UWTAC,Winter,2011,90910,C,,1,    ,11,5,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,TNPRFT,457,  ,,5,1,Detray ,Stephen ,,5,,
UWTAC,Winter,2011,90911,K,,1,    ,20,16,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,T ARTS,404,A ,,5,1,Conner ,Elizabeth ,,4,,
UWTAC,Winter,2011,90912,A,,1,    ,44,32,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,TPOL S,201,AB,,5,1,Forman ,Michael ,,2,,
UWTAC,Winter,2011,90913,A,,1,    ,8,6,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,TESC,405,  ,,5,1,Phayre ,Allison ,,5,,
UWTAC,Winter,2011,90914,X,,1,    ,31,28,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,TESC,310, A,,3,1,Davies-Vollum ,Sian ,,2,,
UWTAC,Winter,2011,90915,E,,1,    ,14,12,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,TSPAN,302,A ,,5,1,Alcaide-Ramirez ,Dolores ,,3,,
UWTAC,Winter,2011,90916,B,,1,    ,47,35,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,TEST,213,AB,,5,1,Dawson ,Linda ,,5,,
UWTAC,Winter,2011,90917,B,,1,IAS ,23,19,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,TMATH,120,AB,,5,1,Horakova ,I,,4,,
UWTAC,Winter,2011,90918,G,,1,    ,20,20,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,TMATH,307,A ,,3,1,Card ,Ryan ,,5,,
UWTAC,Winter,2011,90919,A,,1,    ,0,23,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,TCOM,430,  ,,0,1,McMillin ,Divya ,,2,,
UWTAC,Winter,2011,90920,A,,1,    ,40,34,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,TPSYCH,311,  ,,5,1,Forrest ,Kelly ,,3,,
UWTAC,Winter,2011,90921,A,,1,    ,39,29,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,TPOL S,400,A ,,5,1,Williams ,Charles ,,3,,
UWTAC,Winter,2011,90922,G,,1,IAS ,40,26,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,T HIST,260,A ,,5,1,Sundermann ,Elizabeth ,,5,,
UWTAC,Winter,2011,90923,B,,1,    ,0,17,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,T ARTS,283,  ,,0,1,Parker ,Sam ,,2,,
UWTAC,Winter,2011,90924,B,,1,    ,57,37,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,TPSYCH,330,A ,,5,1,Dawson ,Linda ,,5,,
UWTAC,Winter,2011,90925,A,,1,    ,37,26,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,TPSYCH,240,AB,,50,1,Ross ,Stephen ,,3,,
UWTAC,Winter,2011,90926,B,,1,    ,42,17,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,T HIST,445, A,,5,1,Sullivan ,Michael ,,4,,
UWTAC,Winter,2011,90927,A,,1,    ,23,13,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,TCOM,275,A ,,5,1,Fox ,Mary,,4,,
UWTAC,Winter,2011,90928,K,,1,    ,12,12,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,T HIST,430, A,,0,1,Swope ,Caroline ,,5,,
UWTAC,Winter,2011,90929,A,,1,    ,32,17,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,T PHIL,364,A ,,5,1,Nasciemento ,Amos ,,3,,
UWTAC,Winter,2011,90930,A,,1,    ,12,12,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,TESC,151,A ,,6,1,Dinglasan-Panlilio ,Joyce ,,3,,
UWTAC,Winter,2011,90931,A,,1,    ,37,30,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,TPSYCH,240,  ,,5,1,Forrest ,Kelly ,,3,,
UWTAC,Winter,2011,90932,A,,1,    ,35,25,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,T PHIL,100,AB,,5,1,Jenkins ,Mark ,,5,,
UWTAC,Winter,2011,90933,C,,1,IAS ,20,16,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,TESC,117,A ,,6,1,Masura ,Julie E ,,5,,
UWTAC,Winter,2011,90934,A,,1,TIAS,17,15,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,TESC,122,A ,,6,1,Selkin ,Peter ,,3,,
UWTAC,Winter,2011,90935,G,,1,    ,40,27,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,TPSYCH,431,  ,,5,1,West ,Carolyn ,,2,,
UWTAC,Winter,2011,90936,A,,1,    ,40,39,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,TCOM,201,  ,,5,1,Moore ,Ellen ,,5,,
UWTAC,Winter,2011,90937,G,,1,    ,30,26,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,TMATH,120,CD,,5,1,Card ,Ryan ,,5,,
UWTAC,Winter,2011,90938,A,,1,    ,39,29,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,TECON,340,A ,,5,1,Begun ,Jeffrey ,,5,,
UWTAC,Winter,2011,90939,C,,1,    ,7,17,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,TWRT,387, A,,5,1,Beaufort ,Anne ,,1,,
UWTAC,Winter,2011,90940,A,,1,    ,17,14,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,TCXG,405,A ,,5,1,Loraine ,Leeson ,,5,,
UWTAC,Winter,2011,90941,A,,1,IAS ,18,15,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,TWRT,211,CD,,5,1,Thompson ,Riki ,,3,,
UWTAC,Winter,2011,90942,A,,1,    ,22,20,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,TESC,332,A ,,6,1,Becker ,Bonnie ,,3,,
UWTAC,Winter,2011,90943,A,,1,    ,39,21,1,F,Interdisciplinary Arts and Sci,F,Interdisciplinary Arts & Sci.,TIAS,Interdisciplinary Arts & Sciences,TCOM,353,  ,,5,1,Kunz ,William ,,2,,
